PID,Bucket
51463,Low
115239,Med
124161,Med
123568,Low
441648,Low
91935,Low
49085,Low
74720,Low
441671,Low
316898,Med
194841,Med
287855,Med
256921,Med
372017,Med
251192,Low
46714,Low
106842,Low
65686,Low
220341,Low
152731,Low
366336,Low
105157,Low
377666,Low
28111,Low
331437,Low
125297,Low
122855,Med
410311,Med
139169,Low
68130,Low
136503,Low
69989,Low
151901,Low
249731,Med
251539,Med
125109,Low
31881,Low
94371,Low
375638,Low
391683,Med
174234,Med
251554,Med
372458,Low
91137,Low
37030,Low
369872,Low
59813,Low
199599,Low
190416,Low
106730,Med
220806,Low
35739,Low
108789,Med
150970,Low
272256,Med
32787,Med
401996,Med
354744,Low
32473,Low
246377,Low
225886,Low
365206,Low
110621,Med
324456,Low
389011,Low
247790,Low
322797,Low
73125,Med
353762,Med
330446,Low
79130,Med
119746,Low
204836,Low
353668,Low
307552,Low
448999,Med
54799,Low
40895,Low
322693,Low
39199,Low
322021,Low
76710,Low
77607,Low
61156,Low
97827,Low
189829,Low
266962,Med
193005,Low
394785,Med
55110,Low
379202,Low
62299,Low
290293,Med
37594,Low
309090,Low
355281,Low
293033,Low
433807,Low
55882,Low
300363,Med
386207,Low
309318,Med
230389,Low
54857,Low
122291,Low
77826,Low
194133,Low
335335,Med
208882,Med
51297,Low
95152,Low
59526,Low
161441,Low
99632,Low
140630,Low
143169,Med
32705,Low
43087,Low
43701,Low
429511,Med
111066,Low
115455,Low
62279,Med
35025,Low
172698,Low
377936,Low
43883,Low
214062,Low
353791,Low
284823,Med
317728,Med
340525,Low
125009,Low
356401,Med
98999,Low
397486,Low
254258,Low
300218,Med
272885,Med
32719,Low
115099,Low
65719,Low
383818,Med
204095,Low
29118,Low
242090,Med
52997,Low
151258,Low
49130,Low
396966,Low
21763,Low
72960,Med
171208,Low
152210,Med
301969,Low
431193,Low
57027,Low
227761,Med
297779,Low
425900,Low
47442,Low
89190,Low
70862,Low
59134,Med
254454,Low
38832,Med
125479,Med
229172,Low
108806,Low
38426,Low
36166,Low
40029,Low
131353,Med
382072,Low
24199,Low
37731,Low
137771,Low
177891,Low
38093,Med
159093,Med
32139,Low
395704,Low
169676,Med
36697,Low
343699,Low
252581,Low
454077,Med
251534,Low
305278,Low
268474,Low
198295,Low
148648,Low
209092,Low
144475,Low
39622,Low
43905,Low
188773,Low
118971,Low
424931,Low
398798,Med
419476,Low
181135,Low
400396,Low
44805,Low
251025,Low
183576,Low
42454,Low
152261,Low
336196,Low
110896,Low
433152,Low
189605,Low
215995,Med
337877,Low
67058,Low
62747,Low
123561,Med
46469,Low
352872,Low
114456,Low
130831,Low
378946,Low
27938,Low
67720,Low
139235,Low
74547,Low
446790,Low
345550,Med
369091,Low
280857,Low
68722,Low
68274,Low
111662,Low
379734,Low
68745,Low
114336,Med
97754,Low
309930,Med
228128,Low
45496,Med
36108,Low
398657,Med
47028,Low
171949,Med
334100,Med
207624,Low
386720,Low
110025,Low
225330,Low
71627,Low
42337,Low
445834,Low
201192,Low
219283,Med
124819,Low
283467,Low
65499,Low
231299,Med
56266,Low
50490,Low
84533,Low
110311,Low
242407,Low
211413,Low
112584,Low
403922,Low
187857,Low
116998,Low
70954,Low
173633,Med
190368,Med
197525,Low
399414,Med
17706,Low
262072,Low
184259,Med
385946,Med
436030,Low
403843,Low
184157,Low
366117,Low
379199,Low
376728,Low
35113,Low
61854,Low
304023,Low
65822,Low
213987,Low
170865,Low
278766,Low
233694,Low
281638,Low
130070,Low
345129,Low
75735,Low
40328,Low
286825,Med
82687,Low
448475,Low
408226,Low
423016,Low
301536,Low
26603,Low
328950,Low
392773,Med
176502,Low
189136,Med
388102,Low
210176,Low
40055,Low
282733,Med
318292,Med
208850,Low
168645,Low
39376,Low
379421,Low
229610,Med
217554,Low
47574,Low
304449,Low
26347,Low
421153,Low
230949,Low
227269,Low
109145,Low
51363,Low
64462,Low
415059,Low
42733,Low
204754,Low
401758,Low
75088,Low
24386,Med
434096,Low
48765,Low
414036,Low
97931,Low
85505,Low
266155,Low
46947,Low
248201,Low
337388,Low
280945,Low
90872,Low
445305,Med
74458,Low
197565,Low
167925,Low
108235,Low
392394,Low
294193,Med
97315,Low
30052,Low
92496,Low
381767,Low
293531,Low
98565,Med
87316,Low
128934,Low
205073,Med
364457,Low
436335,Low
151004,Low
326879,Low
381764,Low
23971,Low
85074,Med
111732,Low
57622,Low
204968,Low
185090,Low
347972,Low
132611,Low
293877,Low
85955,Low
331025,Low
406853,Med
72170,Low
266653,Low
46087,Med
38727,Low
241328,Med
45970,Med
337278,Med
60232,Low
158455,Low
60525,Med
28172,Low
58727,Low
283527,Med
192097,Low
72840,Med
39132,Low
194370,Low
237734,Low
55940,Low
105819,Low
168657,Low
325438,Low
74068,Low
52909,Med
35500,Low
145666,Low
311060,Low
84363,Low
65211,Low
217279,Med
84861,Low
183824,Low
144534,Low
137451,Low
372825,Low
48130,Low
285719,Low
152264,Med
175381,Low
450071,Med
237475,Low
125090,Low
88472,Low
316606,Low
99503,Low
236896,Med
34430,Low
283851,Low
43476,Low
72336,Med
298145,Low
371987,Low
64855,Low
37916,Low
294274,Low
151163,Med
443801,Med
374543,Low
81911,Low
185067,Low
179925,Low
368176,Low
98588,Low
305074,Low
89886,Low
351531,Low
125386,Low
52774,Low
144341,Low
300727,Low
24878,Low
178054,Low
372433,Low
331677,Low
180745,Med
165498,Med
154235,Low
312323,Low
190418,Low
331122,Low
204653,Low
273617,Med
184315,Low
435283,Low
334056,Low
182521,Med
141538,Med
309328,Med
192767,Low
127791,Low
277079,Low
68470,Low
36873,Low
309079,Low
182498,Med
292134,Low
369597,Low
263484,Low
293987,Low
126320,Low
350368,Low
84933,Low
46793,Low
407137,Low
393242,Low
103459,Low
413572,Med
412075,Low
112252,Low
231598,Low
127510,Low
96542,Low
56550,Low
298401,Low
52430,Med
75053,Low
295377,Med
61599,Low
415926,Low
42619,Low
184805,Low
56108,Med
18212,Med
396560,Med
31689,Med
87653,Low
439119,Med
81776,Low
332594,Low
141350,Med
177653,Low
103513,Low
363830,Low
46156,Low
71665,Low
115309,Low
171104,Low
295850,Low
299325,Med
56017,Low
285988,Med
35761,Low
73022,Low
106881,Low
422287,Low
232738,Low
253245,Low
349530,Low
296998,Med
243287,Low
44608,Low
216540,Med
400920,Low
110629,Low
48654,Low
341014,Med
170075,Low
59539,Low
420744,Low
103534,Low
96497,Med
286756,Med
372444,Low
110819,Med
335845,Low
23682,Low
426199,Low
60636,Low
405224,Low
370921,Low
253924,Med
254907,Med
270240,Med
250975,Med
189661,Low
51049,Low
346629,Low
164602,Low
16657,Low
57780,Low
320504,Med
447581,Low
75128,Low
101755,Med
131185,Med
273095,Med
305675,Low
123395,Low
383856,Low
140219,Low
87406,Low
226013,Low
289182,Med
28862,Low
238458,Low
407933,Low
297476,Med
368719,Med
130204,Low
158049,Low
78506,Med
275248,Low
237654,Low
228971,Low
69745,Low
57955,Med
373281,Low
199117,Low
175053,Low
91339,Low
19575,Low
127131,Low
85677,Low
218392,Low
188940,Med
316910,Med
170940,Med
258841,Med
46151,Low
282342,Low
303453,Med
81488,Low
144762,Low
55311,Med
371314,Med
126383,Low
61255,Med
266023,Low
172029,Low
408167,Low
210719,Low
65198,Low
130873,Med
303490,Low
152070,Low
128274,Med
391427,Low
441577,Med
159704,Low
57115,Med
312042,Low
44795,Low
258906,Low
202071,Low
151679,Low
58584,Low
282829,Low
205813,Low
111197,Low
278716,Low
210682,Low
151685,Low
159783,Low
237074,Low
259371,Low
60074,Low
438829,Med
216369,Med
158459,Low
101626,Low
343194,Med
37893,Low
233981,Med
52641,Low
32806,Low
151753,Low
87441,Low
48405,Low
415672,Low
402356,Low
22331,Low
323821,Low
57144,Low
245662,Low
306589,Low
405750,Med
236442,Low
246747,Low
88800,Med
228657,Low
286434,Low
173686,Low
50325,Med
382774,Low
131941,Low
395015,Low
335752,Low
372692,Low
225131,Low
92497,Low
449400,Low
159892,Med
196177,Low
443249,Low
170386,Med
297783,Med
195659,Low
384393,Low
268053,Low
330201,Low
41310,Low
213731,Low
431452,Low
23107,Low
348972,Med
342675,Med
282260,Low
267571,Med
108993,Low
90938,Low
440346,Low
31326,Low
272788,Med
131085,Low
316990,Med
97762,Low
53683,Low
193860,Low
346655,Low
204897,Low
35009,Low
97139,Low
307284,Low
403343,Low
329403,Low
35617,Low
180862,Low
387107,Low
236041,Low
422933,Med
166152,Med
319606,Low
91808,Med
202484,Low
117463,Low
127353,Low
128086,Low
425311,Med
67172,Low
304233,Low
250542,Low
69947,Low
66761,Low
337232,Low
112277,Med
260570,Med
327862,Low
401602,Low
37933,Low
326087,Low
322990,Low
187331,Low
346748,Low
46939,Low
37236,Low
52970,Low
12730,Med
339649,Low
209030,Low
358967,Med
84236,Low
376992,Low
176508,Low
181278,Low
53169,Low
406637,Low
374173,Low
296538,Low
37661,Low
65803,Low
315032,Low
113921,Low
423180,Low
225389,Med
15372,Low
70703,Low
403238,Low
359939,Med
154837,Med
254700,Low
208185,Low
135548,Low
151741,Med
179016,Low
60543,Low
214824,Med
104779,Low
418454,Med
336036,Low
71048,Low
101399,Med
399213,Med
171380,Low
297292,Low
228298,Low
254739,Low
92567,Low
152507,Low
252231,Low
383920,Low
69025,Med
272235,Low
26385,Low
113024,Low
94894,Low
186862,Med
229129,Low
31072,Low
107344,Low
223894,Low
82295,Low
236714,Low
234269,Low
180504,Low
227812,Low
141180,Low
189084,Med
226990,Low
227495,Med
102362,Med
291425,Low
424360,Low
229637,Med
372848,Low
24964,Low
144177,Low
43870,Low
416185,Low
126588,Low
88524,Med
83329,Low
87534,Low
310817,Low
306735,Med
265230,Low
347767,Low
330631,Low
423846,Low
99705,Low
125283,Low
288754,Low
86783,Low
385305,Low
115416,Low
76451,Low
378377,Low
181131,Low
159025,Med
104016,Low
161473,Low
363921,Low
272159,Low
57376,Low
121581,Low
312543,Low
389993,Low
199982,Low
202291,Med
37433,Low
192380,Low
371352,Low
379253,Low
320035,Low
215186,Low
103219,Low
343417,Low
120945,Low
90854,Low
374553,Med
144356,Low
117064,Low
373801,Low
166885,Low
84658,Med
288892,Low
173027,Low
130796,Low
183531,Med
418092,Low
318564,Low
204954,Low
258216,Low
183801,Low
151059,Low
94514,Med
115538,Low
167887,Low
294376,Low
56330,Low
59865,Med
66618,Low
317146,Med
442549,Low
206038,Low
174981,Low
337883,Low
259173,Low
411478,Low
158186,Low
259848,Low
21737,Low
280908,Low
38695,Low
189919,Low
99404,Low
357174,Low
318380,Low
170423,Low
300130,Med
97060,Low
81452,Low
193069,Low
332903,Med
152060,Low
271557,Low
68875,Med
193932,Low
257038,Low
66630,Low
349247,Med
19999,Med
244201,Med
312867,Low
333850,Low
308472,Low
379740,Low
172208,Low
118906,Med
185176,Low
420197,Low
101640,Med
287388,Med
446497,Low
112629,Low
271075,Low
206076,Low
223535,Low
28758,Low
297778,Med
294255,Low
277391,Low
75556,Low
338568,Med
66459,Low
59507,Low
165199,Low
37304,Low
139764,Med
62286,Low
211397,Low
233838,Low
410712,Low
341909,Med
291410,Med
44511,Low
377520,Low
216422,Low
206898,Low
310298,Low
276560,Med
187309,Low
209199,Low
234417,Low
225180,Low
143462,Low
27786,Low
338381,Med
425049,Med
225527,Med
357931,Low
35107,Med
300652,Med
35788,Low
223684,Med
106267,Low
23483,Low
312192,Low
163388,Low
236466,Med
141524,Low
70765,Low
26622,Low
105877,Low
168526,Low
211567,Med
413637,Low
127926,Low
450756,Low
159516,Low
210655,Low
62433,Low
374522,Low
32696,Low
339302,Low
36721,Low
413402,Low
453234,Med
187039,Low
343796,Med
128245,Low
151028,Low
27185,Low
170298,Low
423547,Low
147048,Low
159282,Low
444919,Low
121755,Med
151727,Low
258060,Low
404099,Low
57131,Med
442531,Low
114561,Med
98752,Med
278289,Med
271389,Med
232108,Low
272704,Med
406525,Low
195003,Med
386847,Low
390216,Low
367726,Med
384881,Low
33032,Low
366332,Low
321022,Low
183478,Low
36930,Low
276480,Low
405767,Low
211705,Low
283157,Low
146522,Low
119378,Med
139792,Low
189948,Low
434948,Med
72658,Low
37143,Low
208931,Low
171887,Low
402148,Low
294058,Low
159667,Med
110166,Low
48313,Low
188116,Low
434578,Low
213761,Low
198352,Low
344942,Low
266901,Low
161839,Low
117757,Med
46333,Med
366998,Low
224682,Med
386275,Low
98107,Low
47540,Low
153261,Low
52552,Low
161622,Med
236705,Low
55691,Med
251182,Low
30479,Low
16687,Low
64568,Low
108826,Med
332716,Low
347065,Low
207659,Low
445900,Low
197873,Low
104144,Low
241255,Low
81518,Low
329202,Low
98895,Low
53547,Low
149051,Low
128825,Low
398245,Low
144553,Low
65534,Low
43639,Low
203711,Med
77232,Low
193510,Low
441970,Med
111996,Med
113525,Low
95389,Low
127250,Low
159627,Low
282944,Med
309275,Med
199992,Low
50675,Med
390221,Med
350036,Low
402818,Low
66134,Low
36252,Low
368062,Low
318495,Med
128159,Med
98000,Med
246359,Low
190342,Med
300776,Low
46347,Low
189007,Med
376282,Low
278731,Med
286638,Low
270785,Low
21348,Low
42391,Low
420402,Med
134912,Low
138443,Low
266407,Low
76315,Low
151050,Low
158430,Low
39623,Low
136330,Low
44260,Low
314894,Med
334572,Med
167881,Low
198622,Low
182637,Low
39575,Low
69517,Low
395054,Med
16728,Low
49487,Low
343389,Low
411725,Med
218227,Low
179488,Low
434112,Low
287247,Low
236118,Med
192223,Low
283587,Low
51459,Low
407893,Low
56801,Low
170325,Med
91020,Low
249928,Low
216059,Med
318020,Med
398077,Low
255756,Low
136788,Low
44440,Low
336996,Med
132348,Low
123342,Low
36394,Low
141144,Low
321013,Med
35492,Low
298193,Low
73390,Low
367108,Low
319563,Low
432228,Med
252449,Low
182456,Low
188653,Low
67619,Med
42402,Low
266289,Low
103788,Med
251946,Low
76938,Low
453039,Med
62844,Low
40212,Low
360920,Low
282118,Low
31675,Low
37900,Low
208012,Low
31431,Low
421136,Low
33578,Low
130655,Low
33641,Low
275010,Low
102887,Low
35328,Low
256880,Low
61003,Low
326931,Low
39370,Low
140216,Low
81590,Low
33231,Low
190137,Low
179618,Low
252311,Med
255058,Med
158432,Med
290376,Low
37150,Low
69582,Low
75200,Low
131766,Low
44578,Low
382618,Low
298624,Med
243464,Low
364744,Low
106849,Low
236127,Med
110250,Low
49643,Low
38790,Low
144016,Low
63339,Low
23980,Low
51304,Low
140475,Low
44747,Low
385557,Low
71202,Low
319461,Med
90501,Low
124719,Low
251080,Med
297316,Med
55595,Low
438954,Med
214255,Med
443420,Low
253259,Low
273603,Med
214917,Med
39877,Low
155672,Low
384996,Med
318942,Low
283711,Med
298343,Low
151504,Low
288607,Low
287398,Low
38624,Low
312327,Low
404138,Low
174516,Low
153771,Low
357572,Med
387729,Med
408942,Low
85442,Low
39273,Low
97659,Low
278068,Low
257374,Med
416545,Med
110990,Med
345425,Med
187790,Low
192416,Low
59141,Low
437515,Med
83802,Low
53878,Low
398057,Low
88883,Low
187047,Low
129237,Low
406959,Low
189242,Low
234196,Low
67261,Low
48399,Med
187860,Low
343829,Low
322312,Low
43321,Low
247388,Low
95633,Low
314482,Med
168618,Low
170078,Med
103358,Low
264392,Low
357019,Low
209418,Med
130211,Low
126671,Low
273034,Low
231665,Low
47107,Low
221708,Low
87513,Low
406808,Med
384961,Low
188028,Low
274317,Med
83463,Low
354813,Low
42305,Low
204374,Low
30095,Low
437391,Med
397267,Low
31671,Low
226694,Low
170132,Low
359127,Low
386588,Low
342138,Med
92134,Med
156314,Low
195515,Med
404290,Low
94895,Low
98361,Low
49577,Low
60140,Low
413320,Low
305765,Low
315576,Low
102237,Low
183997,Low
352826,Med
82332,Low
246493,Low
28141,Low
196078,Low
352356,Low
376452,Low
436868,Med
283283,Med
45511,Low
71038,Low
176541,Low
166500,Low
263489,Low
375801,Low
380664,Low
447671,Low
233444,Low
305028,Low
39447,Low
198895,Low
275368,Low
70651,Low
307267,Low
132597,Med
375962,Low
274117,Med
345081,Med
396574,Low
339937,Low
371134,Low
99421,Low
107648,Med
195772,Low
139866,Low
235230,Low
368448,Low
254692,Low
242981,Low
192842,Low
453516,Low
42859,Low
328095,Low
47411,Low
304770,Low
226245,Low
112967,Low
102851,Low
23353,Low
84515,Low
13155,Low
302615,Low
432075,Low
129004,Med
312076,Low
388609,Low
387460,Low
88565,Med
344738,Med
64249,Low
58606,Low
330374,Low
357530,Low
322999,Low
298478,Med
73696,Low
113180,Low
82396,Low
264813,Low
40673,Low
81456,Low
426544,Low
419131,Low
67479,Low
194497,Low
244921,Low
162304,Low
127864,Med
60675,Low
54418,Med
187093,Med
258373,Med
57564,Low
84392,Low
199359,Low
46532,Low
237359,Low
59410,Med
126788,Low
188828,Low
103870,Low
445385,Med
395414,Low
207387,Low
32647,Low
320847,Low
89856,Low
237046,Low
91213,Low
46750,Low
87847,Low
184203,Med
121372,Low
293405,Low
179878,Low
253538,Med
325673,Low
54905,Low
266274,Low
373897,Low
56451,Low
194910,Low
40186,Low
91890,Med
132880,Low
43277,Low
372082,Med
293022,Low
440045,Low
344411,Med
233279,Low
216146,Low
173506,Med
71137,Med
27567,Low
55838,Low
83714,Med
65233,Low
151365,Low
128743,Low
42938,Low
247573,Low
174566,Med
159159,Low
436065,Low
221482,Low
166032,Low
380544,Low
338027,Med
260319,Low
233731,Low
139848,Low
270427,Low
22075,Low
171479,Low
89301,Low
392207,Med
450086,Med
38520,Med
376433,Med
48160,Med
130815,Low
296882,Low
323440,Med
234114,Med
116304,Low
75762,Med
369784,Low
199297,Low
107989,Low
252708,Low
119602,Low
267312,Low
77174,Low
263079,Low
207531,Low
329770,Low
320206,Med
93554,Low
128742,Low
34648,Med
169608,Low
84375,Low
417348,Low
402277,Low
24498,Low
445921,Low
139797,Low
45647,Low
37509,Low
51594,Low
369482,Low
156179,Med
434209,Med
87625,Low
357043,Low
129289,Low
223545,Low
355604,Low
187706,Med
345074,Low
116535,Med
322333,Low
35373,Low
90037,Low
304144,Low
359908,Low
46665,Low
94537,Low
451764,Low
421570,Low
32116,Med
47933,Low
85920,Med
384403,Med
250026,Low
181200,Low
292214,Low
426707,Low
184512,Low
110350,Med
448255,Med
429957,Low
181528,Med
56216,Med
387613,Low
56394,Low
450585,Med
345649,Med
33928,Low
53343,Med
93029,Low
101319,Low
195874,Med
202451,Low
274714,Med
128288,Low
196693,Low
68762,Low
216300,Low
30041,Low
207485,Low
338745,Low
286366,Low
249990,Low
39504,Low
60539,Low
207033,Low
233726,Med
347594,Low
304085,Low
153586,Low
363033,Low
168886,Low
189456,Low
64149,Low
77220,Med
276472,Med
423468,Low
431091,Med
161704,Low
169765,Med
72253,Low
260223,Low
43425,Low
115641,Low
42294,Med
76190,Low
258742,Low
196221,Low
107140,Low
336953,Med
321975,Low
281549,Low
230490,Low
74209,Low
321698,Low
207731,Low
435508,Low
185513,Med
400070,Low
407009,Low
147338,Low
404886,Low
150984,Low
271144,Low
99490,Low
115224,Low
114857,Low
48504,Low
197867,High-Med
130532,Med
109896,Low
26214,Low
54965,Med
161487,Med
351917,Low
46502,Low
103095,Low
138191,Low
416011,Low
417069,Low
309963,Low
287674,Med
277001,Low
121624,Med
345252,Low
432335,Med
314528,Med
358402,Med
94510,Med
117490,Low
87998,Low
321724,Med
293459,Low
257222,Low
321058,Med
37944,Low
230898,Low
117753,Low
322445,Low
160117,Low
36556,Low
179277,Low
215261,Low
88568,Low
44166,Low
228070,Low
156237,Med
36511,Low
128078,Low
107542,Med
30444,Low
40425,Low
95310,Low
150982,Low
207168,Low
302985,Low
40350,Low
148574,Low
399222,Low
297713,Low
33493,Low
389398,Low
141171,Med
317899,Low
349648,Low
78179,Low
217192,Low
282430,Med
204753,Low
61076,Low
400315,Low
353178,Low
343477,Low
27208,Low
151262,Low
233018,Med
40038,Low
377057,Low
243246,Low
432206,Low
228859,Low
225157,Med
394365,Low
230705,Low
98792,Low
391317,Med
447686,Med
378387,Low
184426,Med
346756,Low
168356,Med
221758,Med
272492,Med
40430,Low
256156,Low
253019,Low
180757,Med
368547,Med
388824,Low
169327,Med
27437,Med
24657,Low
280035,Low
190344,Low
343933,Low
240103,Med
24376,Low
273361,Low
47326,Low
47010,Low
53561,Low
437078,Low
234798,Low
146409,Med
339974,Med
39600,Low
116065,Low
243975,Low
83633,Low
50870,Low
450257,Med
352974,Low
62915,Low
127984,Low
399396,Low
86682,Low
215996,Low
205914,Low
49519,Low
362134,Low
55832,Med
440287,Low
295378,Low
385116,Med
59573,Low
424606,Low
188656,Low
354229,Low
54260,Low
192101,Low
334588,Med
121609,Low
356119,Low
411524,Low
294126,Med
205802,Low
302643,Low
183570,Low
337876,Low
104789,Low
388194,Low
183361,Med
151778,Low
405329,Low
182289,Low
40863,Med
372697,Med
164982,Low
189394,Low
256319,Low
268420,Low
265816,Low
93745,Low
171077,Low
411133,Low
245713,Low
17297,Low
118634,Low
50512,Low
387963,Low
99932,Med
98951,Low
414046,Low
183264,Low
372870,Low
78420,Low
85072,Low
336453,Low
302652,Low
85207,Low
82542,Low
43768,Low
350378,Low
340465,Med
163349,Low
354355,Med
84593,Low
197261,Low
60461,Low
44736,Low
58977,Low
180724,Med
376268,Med
294401,Low
128951,Med
223819,Low
81834,Low
234721,Low
42963,Low
428299,Low
235160,Med
131020,Low
117615,Low
51085,Low
445990,Low
10875,Med
419630,Low
38919,Low
373412,Low
408562,Low
300279,Low
82038,Low
378101,Med
375395,Low
213646,Low
401873,Med
150616,Med
48314,Low
286594,Med
186168,Low
290696,Med
204157,Med
128180,Low
321155,Low
274524,Med
437409,Med
272856,Med
155252,Low
47038,Low
360534,Low
72288,Low
109619,Low
83925,Med
259186,Med
429187,Low
121721,Med
431035,Med
342336,Low
217446,Low
104444,Low
336519,Low
312268,Med
254535,Low
389857,Low
352823,Med
94604,Med
166030,Low
244998,Low
454256,Med
111632,Low
105023,Low
255726,Low
377680,Low
305058,Low
432484,Low
167864,Low
439257,Low
208173,Low
189257,Med
55857,Low
67043,Low
41831,Low
129443,Low
94341,Low
159184,Low
230901,Med
86985,Low
151648,Low
397925,Low
447971,Low
318143,Low
341293,Low
311615,Low
174642,Low
204885,Low
144272,Low
70900,Med
411911,Med
229399,Low
216652,Low
250402,Low
378884,Med
66654,Med
27035,Low
428858,Low
36698,Low
189885,Med
55065,Med
171524,Low
430882,Med
321832,Med
39398,Low
42059,Low
97348,Low
111624,Low
450781,Low
354160,Low
307278,Med
198448,Low
394132,Low
185868,Low
76504,Low
159923,Low
305169,Low
176740,Low
433435,Med
45604,Low
88020,Low
227202,Low
88492,Low
82611,Med
248108,Med
438650,Med
81964,Low
67517,Low
49717,Low
93841,Low
195991,Low
348435,Low
23534,Low
152963,Low
128397,Med
39722,Low
88890,Low
267125,Med
298774,Low
351632,Low
378298,Med
414536,Med
259113,Low
39822,Low
187237,Low
434279,Low
74080,Low
358616,Med
130038,Low
65926,Low
352695,Low
195681,Low
81647,Low
173552,Med
173507,Low
158085,Low
260216,Med
43580,Low
289615,Low
252137,Med
51922,Med
451581,Low
96130,Med
182775,Low
209340,Med
401436,Med
75353,Low
382395,Low
100363,Low
131905,Low
39167,Low
87323,Low
59010,Med
432131,Low
271966,Low
433447,Med
68699,Low
101403,Low
291093,Low
37058,Low
40315,Low
274728,Low
56913,Low
366181,Low
153396,Low
193251,Low
123871,Low
346096,Low
55770,Low
263483,Low
267779,Low
62424,Low
192176,Low
389059,Low
92916,Low
255736,Low
78836,Low
206559,Low
53569,Low
164639,Low
60106,Low
41587,Low
127909,Low
38077,Low
181628,Low
147330,Med
223324,Low
119299,Low
83307,Med
396627,Med
332770,Low
225367,Low
373230,Med
51118,Low
32709,Low
300273,Med
347427,Med
101476,Low
394562,Low
382863,Low
108157,Low
167332,Low
167211,Low
222595,Low
214949,Med
258314,Low
90389,Med
185839,Low
352654,Low
383788,Low
51219,Med
433422,Low
108979,Low
292968,Low
107105,Low
35280,Low
119682,Low
132225,Low
274264,Low
41589,Low
74008,Low
134489,Low
30423,Low
70698,Low
32994,Low
55036,Low
341903,Med
194175,Low
55522,Low
117005,Low
338516,Low
314878,Low
324409,Low
77640,Low
299932,Low
180065,Low
401796,Low
22723,Low
219426,Low
414447,Low
226552,Low
141626,Low
393402,Med
102943,Med
35870,Low
81740,Low
180887,Low
44279,Low
357403,Low
83672,Low
207460,Low
293031,Low
367623,Low
287418,Med
106933,Low
433217,Low
65936,Low
35872,Low
115155,Med
113872,Med
335366,Low
34094,Med
245358,Med
398750,Low
375172,Low
247717,Low
167942,Low
69315,Low
41227,Low
168924,Low
60488,Low
335526,Low
63643,Low
154733,Low
112385,Low
192164,Low
71356,Low
130160,Low
334980,Low
293860,Med
387364,Low
141321,Low
104238,Low
72616,Low
294492,Low
245856,Low
398158,Low
63014,Low
285242,Med
273018,Low
134519,Low
425818,Low
325377,Low
45299,Med
285383,Low
74933,Low
60036,Low
317579,Low
151040,Low
43359,Low
63060,Low
294476,Low
172563,Low
72330,Low
419211,Low
344351,Med
249521,Med
72023,Low
271164,Low
203027,Low
229222,Low
136243,Low
206458,Low
35038,Low
68595,Med
197573,Low
123852,Low
164708,Low
23352,Low
258309,Low
137881,Low
186264,Low
137772,Low
416017,Low
213944,Low
46438,Low
47005,Med
246262,Low
271614,Med
102729,Low
386254,Low
101529,Low
40970,Low
94583,Low
50990,Med
273323,Low
69132,Med
346298,Low
56817,Low
273620,Med
253858,Low
346571,Med
349834,Low
217734,Med
277540,Med
392158,Low
439052,Med
380611,Low
318263,Med
170114,Low
165645,Med
172965,Med
37866,Low
39888,Med
55072,Low
310712,Low
36338,Low
443245,Med
195644,Low
106424,Low
194732,Med
218074,Med
104198,Med
364300,Low
189034,Low
65412,Low
370890,Low
86201,Low
290790,Low
44171,Low
67137,Low
286187,Low
83423,Low
374389,Low
129319,Low
76478,Med
269982,Low
111744,Low
197297,Med
68903,Low
348229,Low
68704,Low
53760,Low
98734,Low
181393,Low
138302,Med
245595,Low
81794,Low
86235,Low
47486,Low
117624,Med
46235,Low
354042,Med
76879,Low
400020,Low
65910,Low
345677,Low
67717,Med
290834,Med
50296,Low
36357,Low
114351,Low
181015,Low
284067,Low
304565,Med
202614,Low
440319,Low
110943,Low
72299,Low
256658,Low
111927,Low
274967,Med
375124,Low
61995,Low
420477,Low
276802,Low
387125,Low
292830,Low
388106,Low
110839,Low
343148,Low
69371,Low
412631,Med
210980,Low
67397,Low
299205,Low
56348,Low
372014,Low
184206,Low
345227,Low
400415,Low
396019,Med
302304,Low
305145,Low
105542,Low
438614,Low
116326,Low
221461,Low
40449,Low
443047,Low
181742,Low
82008,Med
140681,Low
83227,Low
40806,Med
189320,Med
207026,Low
130657,Low
203776,Low
187774,Low
52166,Low
86677,Low
38841,Low
258556,Low
149656,Med
415361,Low
449153,Low
423311,Med
388948,Med
132214,Low
70329,Low
39968,Low
53408,Low
43940,Med
56977,Low
68701,Low
59518,Med
199318,Low
77277,Low
32510,Low
217727,Low
169666,Low
111129,Med
310676,Med
270995,Med
48280,Low
230678,Med
164640,Low
382125,Low
323206,Med
273964,Low
111213,Low
364403,Low
215337,Low
301974,Low
269526,Med
252710,Med
169179,Low
266676,Low
22032,Low
131713,Low
20024,Low
320096,Low
137106,Low
219390,Med
25388,Low
42661,Low
172147,Med
57007,Low
356677,Low
124732,Low
108071,Low
127794,Low
173634,Low
352300,Low
160621,Low
186855,Low
433703,Low
439675,Med
361317,Med
92794,Med
30376,Low
293067,Med
308727,Med
282905,Med
73358,Low
312702,Low
400137,Low
403769,Med
73598,Low
45348,Low
187034,Low
298376,Low
52418,Low
84102,Med
173013,Med
428360,Low
302838,Med
44958,Low
69184,Low
303511,Low
205169,Med
190460,Low
257380,Low
216747,Med
367957,Low
411526,Low
114999,Med
